date,province,recovered
2020-03-19,Saskatchewan,0
2020-03-20,Saskatchewan,0
2020-03-21,Saskatchewan,0
2020-03-22,Saskatchewan,0
2020-03-23,Saskatchewan,0
2020-03-24,Saskatchewan,0
2020-03-25,Saskatchewan,0
2020-03-26,Saskatchewan,3
2020-03-27,Saskatchewan,3
2020-03-28,Saskatchewan,4
2020-03-29,Saskatchewan,8
2020-03-30,Saskatchewan,16
2020-03-31,Saskatchewan,23
2020-04-01,Saskatchewan,33
2020-04-02,Saskatchewan,39
2020-04-03,Saskatchewan,51
2020-04-04,Saskatchewan,58
2020-04-05,Saskatchewan,70
2020-04-06,Saskatchewan,84
2020-04-07,Saskatchewan,91
2020-04-08,Saskatchewan,106
2020-04-09,Saskatchewan,118
2020-04-10,Saskatchewan,139
2020-04-11,Saskatchewan,151
2020-04-12,Saskatchewan,168
2020-04-13,Saskatchewan,182
2020-04-14,Saskatchewan,191
2020-04-15,Saskatchewan,209
2020-04-16,Saskatchewan,223
2020-04-17,Saskatchewan,232
2020-01-25,Yukon,0
2020-01-26,Yukon,0
2020-01-27,Yukon,0
2020-01-28,Yukon,0
2020-01-29,Yukon,0
2020-01-30,Yukon,0
2020-01-31,Yukon,0
2020-02-01,Yukon,0
2020-02-02,Yukon,0
2020-02-03,Yukon,0
2020-02-04,Yukon,0
2020-02-05,Yukon,0
2020-02-06,Yukon,0
2020-02-07,Yukon,0
2020-02-08,Yukon,0
2020-02-09,Yukon,0
2020-02-10,Yukon,0
2020-02-11,Yukon,0
2020-02-12,Yukon,0
2020-02-13,Yukon,0
2020-02-14,Yukon,0
2020-02-15,Yukon,0
2020-02-16,Yukon,0
2020-02-17,Yukon,0
2020-02-18,Yukon,0
2020-02-19,Yukon,0
2020-02-20,Yukon,0
2020-02-21,Yukon,0
2020-02-22,Yukon,0
2020-02-23,Yukon,0
2020-02-24,Yukon,0
2020-02-25,Yukon,0
2020-02-26,Yukon,0
2020-02-27,Yukon,0
2020-02-28,Yukon,0
2020-02-29,Yukon,0
2020-03-01,Yukon,0
2020-03-02,Yukon,0
2020-03-03,Yukon,0
2020-03-04,Yukon,0
2020-03-05,Yukon,0
2020-03-06,Yukon,0
2020-03-07,Yukon,0
2020-03-08,Yukon,0
2020-03-09,Yukon,0
2020-03-10,Yukon,0
2020-03-11,Yukon,0
2020-03-12,Yukon,0
2020-03-13,Yukon,0
2020-03-14,Yukon,0
2020-03-15,Yukon,0
2020-03-16,Yukon,0
2020-03-17,Yukon,0
2020-03-18,Yukon,0
2020-03-19,Yukon,0
2020-03-20,Yukon,0
2020-03-21,Yukon,0
2020-03-22,Yukon,0
2020-03-23,Yukon,0
2020-03-24,Yukon,0
2020-03-25,Yukon,0
2020-03-26,Yukon,0
2020-03-27,Yukon,0
2020-03-28,Yukon,0
2020-03-29,Yukon,0
2020-03-30,Yukon,0
2020-03-31,Yukon,0
2020-04-01,Yukon,3
2020-04-02,Yukon,3
2020-04-03,Yukon,4
2020-04-04,Yukon,4
2020-04-05,Yukon,4
2020-04-06,Yukon,4
2020-04-07,Yukon,4
2020-04-08,Yukon,4
2020-04-09,Yukon,4
2020-04-10,Yukon,4
2020-04-11,Yukon,4
2020-04-12,Yukon,4
2020-04-13,Yukon,6
2020-04-14,Yukon,6
2020-04-15,Yukon,6
2020-04-16,Yukon,6
2020-04-17,Yukon,7
